example_id,question_id,ground_truth_label,greedy_answer,raw_argmax_t0,raw_argmax_t07,raw_argmax_t1,semantic_argmax_t0,semantic_argmax_t07,semantic_argmax_t1,p_yes_t0,p_no_t0,yes_gt_no_t0,p_yes_t07,p_no_t07,yes_gt_no_t07,p_yes_t1,p_no_t1,yes_gt_no_t1,mc_answer,mc_yes_no_answer,mc_p_yes,mc_p_no,mc_yes_gt_no,raw_answer_probs_t0_json,raw_answer_probs_t07_json,raw_answer_probs_t1_json,answer_probs_t0_json,answer_probs_t07_json,answer_probs_t1_json,mc_answer_probs_json
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_002,wall_up,yes,no,B,B,B,no,no,no,8.026140151499971e-10,0.9999999939636852,False,1.1426127586826831e-13,0.9999999999970424,False,1.92537092952934e-09,0.9999999928409283,False,yes,unknown,0.5,0.5,False,"{""A"": 8.02614015149997e-10, ""B"": 0.9999999939636851, ""C"": 5.233700816235023e-09, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 1.1426127586826831e-13, ""B"": 0.9999999999970424, ""C"": 2.8434478213935425e-12, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 1.92537092952934e-09, ""B"": 0.9999999927323063, ""C"": 5.233700810782907e-09, ""no"": 1.0862199495684474e-10, ""unknown"": 0.0, ""yes"": 0.0}","{""invalid"": 0.0, ""no"": 0.9999999939636852, ""unknown"": 5.233700816235024e-09, ""yes"": 8.026140151499971e-10}","{""invalid"": 0.0, ""no"": 0.9999999999970424, ""unknown"": 2.8434478213935425e-12, ""yes"": 1.1426127586826831e-13}","{""invalid"": 0.0, ""no"": 0.9999999928409283, ""unknown"": 5.233700810782907e-09, ""yes"": 1.92537092952934e-09}","{""invalid"": 0.0, ""no"": 0.5, ""unknown"": 0.0, ""yes"": 0.5}"
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_10_step_002,wall_down,no,no,B,B,B,no,no,no,1.030576794392028e-09,0.9999999937357223,False,9.557545292747383e-14,0.9999999999992231,False,5.6267592907696905e-08,0.9999998714833876,False,no,no,0.0,0.9999999999999999,False,"{""A"": 1.030576794392028e-09, ""B"": 0.9999999937357223, ""C"": 5.233700811916497e-09, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 9.557545292747383e-14, ""B"": 0.9999999999992231, ""C"": 6.814363315252784e-13, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 5.62675929076969e-08, ""B"": 0.9999998709965775, ""C"": 7.224901942932172e-08, ""no"": 4.868100636506658e-10, ""unknown"": 0.0, ""yes"": 0.0}","{""invalid"": 0.0, ""no"": 0.9999999937357223, ""unknown"": 5.233700811916497e-09, ""yes"": 1.030576794392028e-09}","{""invalid"": 0.0, ""no"": 0.9999999999992231, ""unknown"": 6.814363315252784e-13, ""yes"": 9.557545292747383e-14}","{""invalid"": 0.0, ""no"": 0.9999998714833876, ""unknown"": 7.224901942932174e-08, ""yes"": 5.6267592907696905e-08}","{""invalid"": 0.0, ""no"": 0.9999999999999999, ""unknown"": 0.0, ""yes"": 0.0}"
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_11_step_005,wall_right,no,no,B,B,B,no,no,no,6.250764233562014e-10,0.9999999952989133,False,9.557545292740665e-14,0.9999999999985125,False,1.790873956028204e-10,0.9999999987903359,False,no,no,0.0,0.9999999999999999,False,"{""A"": 6.250764233562014e-10, ""B"": 0.9999999952989133, ""C"": 4.076010293088678e-09, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 9.557545292740665e-14, ""B"": 0.9999999999985125, ""C"": 1.3919846482062283e-12, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 1.790873956028204e-10, ""B"": 0.9999999987903359, ""C"": 1.0305768059748873e-09, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""invalid"": 0.0, ""no"": 0.9999999952989133, ""unknown"": 4.076010293088678e-09, ""yes"": 6.250764233562014e-10}","{""invalid"": 0.0, ""no"": 0.9999999999985125, ""unknown"": 1.3919846482062283e-12, ""yes"": 9.557545292740665e-14}","{""invalid"": 0.0, ""no"": 0.9999999987903359, ""unknown"": 1.0305768059748873e-09, ""yes"": 1.790873956028204e-10}","{""invalid"": 0.0, ""no"": 0.9999999999999999, ""unknown"": 0.0, ""yes"": 0.0}"
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_11_step_005,wall_left,no,yes,A,B,A,yes,no,yes,0.9999999975089167,1.1677964963883828e-09,True,1.1212795773560022e-14,0.9999999999997554,False,0.9999999946438689,3.1743999874002804e-09,True,no,no,0.4,0.6,False,"{""A"": 0.99999999647834, ""B"": 1.167796496388383e-09, ""C"": 1.3232867933793559e-09, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 1.0305767909118907e-09}","{""A"": 1.121279577356002e-14, ""B"": 0.9999999999997553, ""C"": 2.3340352014157215e-13, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 0.9999999939355645, ""B"": 3.1743999874002804e-09, ""C"": 2.18173107793441e-09, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 7.083043775637982e-10}","{""invalid"": 0.0, ""no"": 1.1677964963883828e-09, ""unknown"": 1.3232867933793557e-09, ""yes"": 0.9999999975089167}","{""invalid"": 0.0, ""no"": 0.9999999999997554, ""unknown"": 2.334035201415722e-13, ""yes"": 1.1212795773560022e-14}","{""invalid"": 0.0, ""no"": 3.1743999874002804e-09, ""unknown"": 2.18173107793441e-09, ""yes"": 0.9999999946438689}","{""invalid"": 0.0, ""no"": 0.6, ""unknown"": 0.0, ""yes"": 0.4}"
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_11_step_005,wall_up,no,no,B,B,B,no,no,no,4.296083191026353e-10,0.9999999788707037,False,3.273627875238391e-14,0.9999999999979778,False,1.5804407123454712e-10,0.9999999983424755,False,no,no,0.0,0.9999999999999999,False,"{""A"": 4.2960831910263527e-10, ""B"": 0.9999999788707036, ""C"": 2.069968802266838e-08, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 3.273627875238391e-14, ""B"": 0.9999999999979778, ""C"": 1.989473678651823e-12, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 1.580440712345471e-10, ""B"": 0.9999999983424754, ""C"": 1.499480398376012e-09, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""invalid"": 0.0, ""no"": 0.9999999788707037, ""unknown"": 2.0699688022668385e-08, ""yes"": 4.296083191026353e-10}","{""invalid"": 0.0, ""no"": 0.9999999999979778, ""unknown"": 1.989473678651823e-12, ""yes"": 3.273627875238391e-14}","{""invalid"": 0.0, ""no"": 0.9999999983424755, ""unknown"": 1.4994803983760122e-09, ""yes"": 1.5804407123454712e-10}","{""invalid"": 0.0, ""no"": 0.9999999999999999, ""unknown"": 0.0, ""yes"": 0.0}"
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_11_step_005,wall_down,yes,yes,A,A,A,yes,yes,yes,0.9999999915918986,5.233701242229504e-09,True,0.9999999986668049,1.2320610884900007e-09,True,0.9999999950555486,2.4722257052961907e-09,True,yes,yes,0.9999999999999999,0.0,True,"{""A"": 0.9999999910402705, ""B"": 5.233701242229504e-09, ""C"": 3.17440026718829e-09, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 5.516280525194559e-10}","{""A"": 0.9999999986526205, ""B"": 1.232061088490001e-09, ""C"": 1.0113392565073182e-10, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 1.418462782688245e-11}","{""A"": 0.999999991881148, ""B"": 2.4722257052961907e-09, ""C"": 2.4722257052961907e-09, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 3.174400641389087e-09}","{""invalid"": 0.0, ""no"": 5.233701242229504e-09, ""unknown"": 3.17440026718829e-09, ""yes"": 0.9999999915918986}","{""invalid"": 0.0, ""no"": 1.2320610884900007e-09, ""unknown"": 1.011339256507318e-10, ""yes"": 0.9999999986668049}","{""invalid"": 0.0, ""no"": 2.4722257052961907e-09, ""unknown"": 2.4722257052961907e-09, ""yes"": 0.9999999950555486}","{""invalid"": 0.0, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.9999999999999999}"
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_11_step_006,wall_right,no,no,B,B,B,no,no,no,6.250764247219285e-10,0.9999999947561987,False,2.7903697990217095e-13,0.9999999999968776,False,7.083043820076018e-10,0.9999999916767058,False,no,no,0.0,0.9999999999999999,False,"{""A"": 6.250764247219286e-10, ""B"": 0.9999999947561989, ""C"": 4.6187247683893324e-09, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 2.7903697990217095e-13, ""B"": 0.9999999999968776, ""C"": 2.8434478213827625e-12, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 7.083043820076018e-10, ""B"": 0.9999999916767058, ""C"": 7.61498975071939e-09, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""invalid"": 0.0, ""no"": 0.9999999947561987, ""unknown"": 4.618724768389332e-09, ""yes"": 6.250764247219285e-10}","{""invalid"": 0.0, ""no"": 0.9999999999968776, ""unknown"": 2.8434478213827625e-12, ""yes"": 2.7903697990217095e-13}","{""invalid"": 0.0, ""no"": 0.9999999916767058, ""unknown"": 7.61498975071939e-09, ""yes"": 7.083043820076018e-10}","{""invalid"": 0.0, ""no"": 0.9999999999999999, ""unknown"": 0.0, ""yes"": 0.0}"
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_11_step_006,wall_left,no,no,B,B,B,no,no,no,4.868100090817938e-10,0.9999999942794892,False,3.273634119207123e-14,0.9999999999992859,False,1.3232867813035664e-09,0.9999999940579885,False,no,no,0.0,0.9999999999999999,False,"{""A"": 4.868100090817938e-10, ""B"": 0.9999999942794892, ""C"": 5.233700826752316e-09, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 3.273634119207123e-14, ""B"": 0.9999999999992859, ""C"": 6.814337320583391e-13, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 1.3232867813035666e-09, ""B"": 0.9999999940579887, ""C"": 4.618724697825251e-09, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""invalid"": 0.0, ""no"": 0.9999999942794892, ""unknown"": 5.233700826752316e-09, ""yes"": 4.868100090817938e-10}","{""invalid"": 0.0, ""no"": 0.9999999999992859, ""unknown"": 6.814337320583391e-13, ""yes"": 3.273634119207123e-14}","{""invalid"": 0.0, ""no"": 0.9999999940579885, ""unknown"": 4.61872469782525e-09, ""yes"": 1.3232867813035664e-09}","{""invalid"": 0.0, ""no"": 0.9999999999999999, ""unknown"": 0.0, ""yes"": 0.0}"
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_11_step_006,wall_up,no,no,B,B,B,no,no,no,4.868100103879663e-10,0.9999999954371797,False,1.14261275868029e-13,0.9999999999929419,False,8.628913699347994e-09,0.9999999771444127,False,no,no,0.0,0.9999999999999999,False,"{""A"": 4.868100103879663e-10, ""B"": 0.9999999954371797, ""C"": 4.07601031317261e-09, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 1.14261275868029e-13, ""B"": 0.9999999999929419, ""C"": 6.9439719324257226e-12, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 8.628913699347994e-09, ""B"": 0.9999999768098334, ""C"": 1.422667355915077e-08, ""no"": 3.3457929314051236e-10, ""unknown"": 0.0, ""yes"": 0.0}","{""invalid"": 0.0, ""no"": 0.9999999954371797, ""unknown"": 4.07601031317261e-09, ""yes"": 4.868100103879663e-10}","{""invalid"": 0.0, ""no"": 0.9999999999929419, ""unknown"": 6.9439719324257226e-12, ""yes"": 1.14261275868029e-13}","{""invalid"": 0.0, ""no"": 0.9999999771444127, ""unknown"": 1.422667355915077e-08, ""yes"": 8.628913699347994e-09}","{""invalid"": 0.0, ""no"": 0.9999999999999999, ""unknown"": 0.0, ""yes"": 0.0}"
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_11_step_006,wall_down,no,no,B,B,B,no,no,no,1.03057679800502e-09,0.999999994893413,False,1.1426105793272625e-13,0.9999999999989118,False,8.186885849913225e-08,0.9999999145340749,False,no,no,0.0,0.9999999999999999,False,"{""A"": 1.03057679800502e-09, ""B"": 0.999999994893413, ""C"": 4.076010304971676e-09, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 1.1426105793272625e-13, ""B"": 0.9999999999989118, ""C"": 9.739329000481834e-13, ""no"": 0.0, ""unknown"": 0.0, ""yes"": 0.0}","{""A"": 8.186885849913225e-08, ""B"": 0.9999999141994955, ""C"": 3.5970666017005076e-09, ""no"": 3.3457931261390984e-10, ""unknown"": 0.0, ""yes"": 0.0}","{""invalid"": 0.0, ""no"": 0.999999994893413, ""unknown"": 4.076010304971676e-09, ""yes"": 1.03057679800502e-09}","{""invalid"": 0.0, ""no"": 0.9999999999989118, ""unknown"": 9.739329000481834e-13, ""yes"": 1.1426105793272625e-13}","{""invalid"": 0.0, ""no"": 0.9999999145340749, ""unknown"": 3.5970666017005076e-09, ""yes"": 8.186885849913225e-08}","{""invalid"": 0.0, ""no"": 0.9999999999999999, ""unknown"": 0.0, ""yes"": 0.0}"
